File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD13Q1_006__250m_16_days_NDVI_doy2018145_aid0001,_250m_16_days_NDVI,aid0001,2018-05-25,476194.0,0.14,0.9952,"(0.14,0.9952)",0.7837,0.1097,0.012,0.8665,0.9952,0.8126,0.5143,0.7256
MOD13Q1_006__250m_16_days_NDVI_doy2018161_aid0001,_250m_16_days_NDVI,aid0001,2018-06-10,476177.0,-0.1166,0.9995,"(-0.1166,0.9995)",0.7093,0.1658,0.0275,0.8374,0.9995,0.7308,0.2817,0.6151
MOD13Q1_006__250m_16_days_NDVI_doy2018177_aid0001,_250m_16_days_NDVI,aid0001,2018-06-26,476194.0,-0.0633,0.9993,"(-0.0633,0.9993)",0.7103,0.1513,0.0229,0.8518,0.9993,0.7264,0.1995,0.5907
MOD13Q1_006__250m_16_days_NDVI_doy2018193_aid0001,_250m_16_days_NDVI,aid0001,2018-07-12,476192.0,-0.1698,0.9995,"(-0.1698,0.9995)",0.6549,0.1801,0.0324,0.8302,0.9995,0.6643,0.0812,0.5067
MOD13Q1_006__250m_16_days_NDVI_doy2018209_aid0001,_250m_16_days_NDVI,aid0001,2018-07-28,476194.0,0.007,0.9966,"(0.007,0.9966)",0.6198,0.1964,0.0386,0.8178,0.9966,0.6189,0.007,0.4539
MOD13Q1_006__250m_16_days_NDVI_doy2018225_aid0001,_250m_16_days_NDVI,aid0001,2018-08-13,476194.0,-0.1021,0.9828,"(-0.1021,0.9828)",0.589,0.2059,0.0424,0.8019,0.9828,0.58,-0.1021,0.4093
MOD13Q1_006__250m_16_days_NDVI_doy2018241_aid0001,_250m_16_days_NDVI,aid0001,2018-08-29,476194.0,-0.0895,0.9992,"(-0.0895,0.9992)",0.5854,0.2115,0.0447,0.8038,0.9992,0.5859,-0.0895,0.3969
MOD13Q1_006__250m_16_days_NDVI_doy2018257_aid0001,_250m_16_days_NDVI,aid0001,2018-09-14,476194.0,-0.045,0.9905,"(-0.045,0.9905)",0.5881,0.2022,0.0409,0.7907,0.9905,0.5977,-0.045,0.4093
MOD13Q1_006__250m_16_days_NDVI_doy2018273_aid0001,_250m_16_days_NDVI,aid0001,2018-09-30,476194.0,-0.0597,0.9154,"(-0.0597,0.9154)",0.5982,0.1938,0.0376,0.7874,0.9154,0.6253,-0.0597,0.4289
MOD13Q1_006__250m_16_days_NDVI_doy2018289_aid0001,_250m_16_days_NDVI,aid0001,2018-10-16,476194.0,-0.0279,0.9942,"(-0.0279,0.9942)",0.5569,0.1743,0.0304,0.7178,0.9942,0.5769,-0.0279,0.4079
MOD13Q1_006__250m_16_days_NDVI_doy2018305_aid0001,_250m_16_days_NDVI,aid0001,2018-11-01,476188.0,-0.1198,0.9964,"(-0.1198,0.9964)",0.5882,0.132,0.0174,0.6835,0.9516,0.6125,0.2363,0.5046
MOD13Q1_006__250m_16_days_NDVI_doy2018321_aid0001,_250m_16_days_NDVI,aid0001,2018-11-17,476191.0,-0.1859,0.9657,"(-0.1859,0.9657)",0.5712,0.1394,0.0194,0.6715,0.9578,0.5956,0.1937,0.4804
MOD13Q1_006__250m_16_days_NDVI_doy2018337_aid0001,_250m_16_days_NDVI,aid0001,2018-12-03,476032.0,-0.1883,0.9993,"(-0.1883,0.9993)",0.5169,0.2075,0.043,0.6682,0.9993,0.5473,-0.0439,0.3814
MOD13Q1_006__250m_16_days_NDVI_doy2018353_aid0001,_250m_16_days_NDVI,aid0001,2018-12-19,475612.0,-0.1945,0.9993,"(-0.1945,0.9993)",0.4442,0.2127,0.0452,0.5955,0.9993,0.4304,-0.1945,0.2755
MOD13Q1_006__250m_16_days_NDVI_doy2019001_aid0001,_250m_16_days_NDVI,aid0001,2019-01-01,476052.0,-0.1543,0.9988,"(-0.1543,0.9988)",0.2649,0.2567,0.0659,0.4501,0.9988,0.1398,-0.1543,0.0657
MOD13Q1_006__250m_16_days_NDVI_doy2019017_aid0001,_250m_16_days_NDVI,aid0001,2019-01-17,476120.0,-0.189,0.9991,"(-0.189,0.9991)",0.4949,0.1864,0.0348,0.6227,0.9884,0.5123,0.0132,0.3789
MOD13Q1_006__250m_16_days_NDVI_doy2019033_aid0001,_250m_16_days_NDVI,aid0001,2019-02-02,476183.0,-0.1987,0.9973,"(-0.1987,0.9973)",0.5273,0.1356,0.0184,0.6185,0.8833,0.5444,0.1765,0.4417
MOD13Q1_006__250m_16_days_NDVI_doy2019049_aid0001,_250m_16_days_NDVI,aid0001,2019-02-18,476185.0,-0.1734,0.9774,"(-0.1734,0.9774)",0.5066,0.1282,0.0164,0.5948,0.8601,0.521,0.1528,0.4179
MOD13Q1_006__250m_16_days_NDVI_doy2019065_aid0001,_250m_16_days_NDVI,aid0001,2019-03-06,476190.0,-0.1751,0.9147,"(-0.1751,0.9147)",0.5393,0.1143,0.0131,0.6227,0.8466,0.5506,0.2377,0.4687
MOD13Q1_006__250m_16_days_NDVI_doy2019081_aid0001,_250m_16_days_NDVI,aid0001,2019-03-22,476194.0,-0.0476,0.8948,"(-0.0476,0.8948)",0.5824,0.1035,0.0107,0.6561,0.8554,0.5916,0.3231,0.5229
MOD13Q1_006__250m_16_days_NDVI_doy2019097_aid0001,_250m_16_days_NDVI,aid0001,2019-04-07,476194.0,-0.1323,0.9156,"(-0.1323,0.9156)",0.6567,0.1017,0.0103,0.7251,0.9049,0.6707,0.4249,0.605
MOD13Q1_006__250m_16_days_NDVI_doy2019113_aid0001,_250m_16_days_NDVI,aid0001,2019-04-23,476194.0,-0.1712,0.9873,"(-0.1712,0.9873)",0.713,0.1073,0.0115,0.7861,0.9692,0.739,0.4781,0.6629
MOD13Q1_006__250m_16_days_NDVI_doy2019129_aid0001,_250m_16_days_NDVI,aid0001,2019-05-09,476194.0,0.0135,0.9994,"(0.0135,0.9994)",0.7628,0.1105,0.0122,0.8392,0.9994,0.7981,0.5385,0.7189
MOD13Q1_006__250m_16_days_NDVI_doy2019145_aid0001,_250m_16_days_NDVI,aid0001,2019-05-25,476194.0,-0.1328,0.9987,"(-0.1328,0.9987)",0.7925,0.1103,0.0122,0.8728,0.9987,0.8271,0.5458,0.742
MOD13Q1_006__250m_16_days_NDVI_doy2019161_aid0001,_250m_16_days_NDVI,aid0001,2019-06-10,476194.0,-0.0228,0.9975,"(-0.0228,0.9975)",0.7809,0.1015,0.0103,0.8605,0.9975,0.7988,0.5143,0.722
MOD13Q1_006__250m_16_days_NDVI_doy2019177_aid0001,_250m_16_days_NDVI,aid0001,2019-06-26,476194.0,0.0034,0.9589,"(0.0034,0.9589)",0.7334,0.1303,0.017,0.852,0.9589,0.7474,0.311,0.6355
MOD13Q1_006__250m_16_days_NDVI_doy2019193_aid0001,_250m_16_days_NDVI,aid0001,2019-07-12,476194.0,-0.0605,0.9984,"(-0.0605,0.9984)",0.6754,0.168,0.0282,0.8355,0.9984,0.6899,0.1083,0.5397
MOD13Q1_006__250m_16_days_NDVI_doy2019209_aid0001,_250m_16_days_NDVI,aid0001,2019-07-28,476168.0,0.0127,0.9993,"(0.0127,0.9993)",0.6162,0.1863,0.0347,0.7653,0.9993,0.6215,0.0593,0.4829
MOD13Q1_006__250m_16_days_NDVI_doy2019225_aid0001,_250m_16_days_NDVI,aid0001,2019-08-13,476194.0,0.05,0.9982,"(0.05,0.9982)",0.6819,0.17,0.0289,0.8379,0.9982,0.7103,0.1342,0.5557
MOD13Q1_006__250m_16_days_NDVI_doy2019241_aid0001,_250m_16_days_NDVI,aid0001,2019-08-29,476194.0,-0.1503,0.9871,"(-0.1503,0.9871)",0.6524,0.188,0.0354,0.8301,0.9871,0.6823,0.0219,0.5021
MOD13Q1_006__250m_16_days_NDVI_doy2019257_aid0001,_250m_16_days_NDVI,aid0001,2019-09-14,476194.0,-0.0876,0.9992,"(-0.0876,0.9992)",0.631,0.1773,0.0314,0.7967,0.9992,0.6496,0.067,0.4873
MOD13Q1_006__250m_16_days_NDVI_doy2019273_aid0001,_250m_16_days_NDVI,aid0001,2019-09-30,476194.0,-0.1472,0.9455,"(-0.1472,0.9455)",0.6255,0.1412,0.0199,0.7433,0.9455,0.6613,0.198,0.5251
MOD13Q1_006__250m_16_days_NDVI_doy2019289_aid0001,_250m_16_days_NDVI,aid0001,2019-10-16,476194.0,-0.1282,0.9747,"(-0.1282,0.9747)",0.6515,0.1137,0.0129,0.7377,0.9412,0.682,0.355,0.5846
MOD13Q1_006__250m_16_days_NDVI_doy2019305_aid0001,_250m_16_days_NDVI,aid0001,2019-11-01,476105.0,-0.0501,0.9995,"(-0.0501,0.9995)",0.5395,0.1859,0.0346,0.6761,0.9995,0.5733,0.0251,0.4156
MOD13Q1_006__250m_16_days_NDVI_doy2019321_aid0001,_250m_16_days_NDVI,aid0001,2019-11-17,476178.0,-0.091,0.9988,"(-0.091,0.9988)",0.5266,0.1702,0.029,0.6488,0.9988,0.5535,0.0506,0.4085
MOD13Q1_006__250m_16_days_NDVI_doy2019337_aid0001,_250m_16_days_NDVI,aid0001,2019-12-03,476134.0,-0.0715,0.9989,"(-0.0715,0.9989)",0.645,0.1204,0.0145,0.7182,0.9291,0.6484,0.3667,0.5776
MOD13Q1_006__250m_16_days_NDVI_doy2019353_aid0001,_250m_16_days_NDVI,aid0001,2019-12-19,476137.0,-0.1459,0.9987,"(-0.1459,0.9987)",0.6387,0.1246,0.0155,0.7185,0.9514,0.6422,0.3303,0.5632
